GRID_CODE,POINT_X,POINT_Y,NLCD,UPPERL_X,UPPERL_Y,X_Ind,Y_Ind_Flip,Y_Ind,X_Ext,Y_Ext
662,746258.3741,4307184.558,PH,746258,4307185,258,185,814,746000,4307000
663,746272.6617,4307225.04,PH,746273,4307225,273,225,774,746000,4307000
664,746295.6805,4307198.846,PH,746296,4307199,296,199,800,746000,4307000
665,746322.668,4307180.59,PH,746323,4307181,323,181,818,746000,4307000
666,746346.4806,4307153.602,PH,746346,4307154,346,154,845,746000,4307000
667,746376.6431,4307171.858,PH,746377,4307172,377,172,827,746000,4307000
668,746352.0368,4307198.052,PH,746352,4307198,352,198,801,746000,4307000
669,746332.193,4307213.133,PH,746332,4307213,332,213,786,746000,4307000
670,746312.3492,4307232.184,PH,746312,4307232,312,232,767,746000,4307000
671,746337.7493,4307263.14,PH,746338,4307263,338,263,736,746000,4307000
672,746359.1806,4307237.74,PH,746359,4307238,359,238,761,746000,4307000
673,746381.4056,4307212.34,PH,746381,4307212,381,212,787,746000,4307000
674,746398.0744,4307186.94,PH,746398,4307187,398,187,812,746000,4307000
675,746240.1178,4307118.677,PH,746240,4307119,240,119,880,746000,4307000
676,746263.9304,4307094.864,PH,746264,4307095,264,95,904,746000,4307000
677,746294.8867,4307081.371,PH,746295,4307081,295,81,918,746000,4307000
678,746330.6055,4307062.321,PH,746331,4307062,331,62,937,746000,4307000
679,746358.3868,4307044.064,PH,746358,4307044,358,44,955,746000,4307000
680,746386.1681,4307021.839,PH,746386,4307022,386,22,977,746000,4307000
681,746416.3307,4307000.408,PH,746416,4307000,416,0,999,746000,4307000
682,746225.0366,4307075.021,PH,746225,4307075,225,75,924,746000,4307000
683,746255.1991,4307063.114,PH,746255,4307063,255,63,936,746000,4307000
684,746294.0929,4307045.652,PH,746294,4307046,294,46,953,746000,4307000
685,746331.3993,4307036.127,PH,746331,4307036,331,36,963,746000,4307000
686,746217.099,4307044.064,PH,746217,4307044,217,44,955,746000,4307000
687,746203.6053,4307024.221,PH,746204,4307024,204,24,975,746000,4307000
688,746244.8804,4307017.077,PH,746245,4307017,245,17,982,746000,4307000
689,746248.8491,4307039.302,PH,746249,4307039,249,39,960,746000,4307000
690,746289.3304,4307015.489,PH,746289,4307015,289,15,984,746000,4307000
691,746348.0681,4307011.521,PH,746348,4307012,348,12,987,746000,4307000
692,746520.3122,4307122.646,PH,746520,4307123,520,123,876,746000,4307000
693,746548.0935,4307109.152,PH,746548,4307109,548,109,890,746000,4307000
694,746581.431,4307093.277,PH,746581,4307093,581,93,906,746000,4307000
695,746608.4186,4307064.702,PH,746608,4307065,608,65,934,746000,4307000
696,746625.0874,4307036.921,PH,746625,4307037,625,37,962,746000,4307000
697,746602.8623,4307015.489,PH,746603,4307015,603,15,984,746000,4307000
698,746572.6998,4307015.489,PH,746573,4307015,573,15,984,746000,4307000
699,746545.7122,4307015.489,PH,746546,4307015,546,15,984,746000,4307000
700,746511.5809,4307017.077,PH,746512,4307017,512,17,982,746000,4307000
701,746479.8308,4307017.871,PH,746480,4307018,480,18,981,746000,4307000
702,746494.9121,4307048.033,PH,746495,4307048,495,48,951,746000,4307000
703,746501.2621,4307078.989,PH,746501,4307079,501,79,920,746000,4307000
704,746490.1496,4307109.152,PH,746490,4307109,490,109,890,746000,4307000
705,746483.7996,4307136.933,PH,746484,4307137,484,137,862,746000,4307000
706,746521.1059,4307094.071,PH,746521,4307094,521,94,905,746000,4307000
707,746545.7122,4307078.989,PH,746546,4307079,546,79,920,746000,4307000
708,746580.6373,4307067.083,PH,746581,4307067,581,67,932,746000,4307000
709,746529.0434,4307047.239,PH,746529,4307047,529,47,952,746000,4307000
710,746564.7622,4307040.889,PH,746565,4307041,565,41,958,746000,4307000
711,746599.6873,4307040.096,PH,746600,4307040,600,40,959,746000,4307000
712,746719.5438,4307052.002,PH,746720,4307052,720,52,947,746000,4307000
713,746715.575,4307038.508,PH,746716,4307039,716,39,960,746000,4307000
714,746707.6375,4307017.077,PH,746708,4307017,708,17,982,746000,4307000
715,746729.0688,4307014.696,PH,746729,4307015,729,15,984,746000,4307000
716,746758.4376,4307012.314,PH,746758,4307012,758,12,987,746000,4307000
717,746783.8377,4307009.933,PH,746784,4307010,784,10,989,746000,4307000
718,746736.2126,4307033.746,PH,746736,4307034,736,34,965,746000,4307000
719,746778.2814,4307045.652,PH,746778,4307046,778,46,953,746000,4307000
720,746805.269,4307028.983,PH,746805,4307029,805,29,970,746000,4307000
721,746820.3503,4307016.283,PH,746820,4307016,820,16,983,746000,4307000
722,746818.7627,4307039.302,PH,746819,4307039,819,39,960,746000,4307000
723,746755.2626,4307053.589,PH,746755,4307054,755,54,945,746000,4307000
724,745358.1937,4307981.022,PH,745358,4307981,358,981,18,745000,4307000
725,745379.625,4307974.672,PH,745380,4307975,380,975,24,745000,4307000
726,745390.7375,4307998.485,PH,745391,4307998,391,998,1,745000,4307000
727,745397.0875,4308022.297,PH,745397,4308022,397,22,977,745000,4308000
728,745416.9313,4308038.966,PH,745417,4308039,417,39,960,745000,4308000
729,745434.3938,4308050.078,PH,745434,4308050,434,50,949,745000,4308000
730,745421.6938,4308023.885,PH,745422,4308024,422,24,975,745000,4308000
731,745422.4876,4307987.372,PH,745422,4307987,422,987,12,745000,4307000
732,745420.9001,4307957.209,PH,745421,4307957,421,957,42,745000,4307000
733,745396.2938,4307973.084,PH,745396,4307973,396,973,26,745000,4307000
734,745355.8124,4307947.684,PH,745356,4307948,356,948,51,745000,4307000
735,745359.7812,4307921.491,PH,745360,4307921,360,921,78,745000,4307000
736,745364.5437,4307884.978,PH,745365,4307885,365,885,114,745000,4307000
737,745364.5437,4307847.672,PH,745365,4307848,365,848,151,745000,4307000
738,745371.6875,4307814.334,PH,745372,4307814,372,814,185,745000,4307000
739,745343.1124,4307727.815,PH,745343,4307728,343,728,271,745000,4307000
740,745363.7499,4307755.597,PH,745364,4307756,364,756,243,745000,4307000
741,745378.8312,4307777.822,PH,745379,4307778,379,778,221,745000,4307000
742,745399.4688,4307797.665,PH,745399,4307798,399,798,201,745000,4307000
743,745413.7563,4307817.509,PH,745414,4307818,414,818,181,745000,4307000
744,745416.1375,4307780.203,PH,745416,4307780,416,780,219,745000,4307000
745,745416.9313,4307747.659,PH,745417,4307748,417,748,251,745000,4307000
746,745420.1063,4307715.115,PH,745420,4307715,420,715,284,745000,4307000
747,745420.9001,4307673.84,PH,745421,4307674,421,674,325,745000,4307000
748,745412.1688,4307651.615,PH,745412,4307652,412,652,347,745000,4307000
749,745389.9437,4307642.09,PH,745390,4307642,390,642,357,745000,4307000
750,745400.2625,4307669.078,PH,745400,4307669,400,669,330,745000,4307000
751,745399.4688,4307699.24,PH,745399,4307699,399,699,300,745000,4307000
752,745397.8813,4307734.959,PH,745398,4307735,398,735,264,745000,4307000
753,745397.0875,4307767.503,PH,745397,4307768,397,768,231,745000,4307000
754,745377.2437,4307739.722,PH,745377,4307740,377,740,259,745000,4307000
755,745365.3374,4307721.465,PH,745365,4307721,365,721,278,745000,4307000
756,745353.4312,4307700.828,PH,745353,4307701,353,701,298,745000,4307000
757,745379.625,4307693.684,PH,745380,4307694,380,694,305,745000,4307000
758,745394.7063,4307827.828,PH,745395,4307828,395,828,171,745000,4307000
759,745409.7875,4307850.053,PH,745410,4307850,410,850,149,745000,4307000
760,745409.7875,4307876.247,PH,745410,4307876,410,876,123,745000,4307000
761,745414.55,4307903.234,PH,745415,4307903,415,903,96,745000,4307000
762,745396.2938,4307918.316,PH,745396,4307918,396,918,81,745000,4307000
763,745378.8312,4307931.809,PH,745379,4307932,379,932,67,745000,4307000
764,745385.1812,4307895.297,PH,745385,4307895,385,895,104,745000,4307000
765,745391.5312,4307860.372,PH,745392,4307860,392,860,139,745000,4307000
766,745445.3741,4307893.18,PH,745445,4307893,445,893,106,745000,4307000
767,745461.7783,4307884.713,PH,745462,4307885,462,885,114,745000,4307000
768,745475.8012,4307872.543,PH,745476,4307873,476,873,126,745000,4307000
769,745455.9574,4307869.103,PH,745456,4307869,456,869,130,745000,4307000
770,745446.9616,4307854.022,PH,745447,4307854,447,854,145,745000,4307000
771,745449.0782,4307835.765,PH,745449,4307836,449,836,163,745000,4307000
772,745448.5491,4307808.513,PH,745449,4307809,449,809,190,745000,4307000
773,745451.7241,4307922.549,PH,745452,4307923,452,923,76,745000,4307000
774,745473.6845,4307928.37,PH,745474,4307928,474,928,71,745000,4307000
775,745503.5825,4307945.039,PH,745504,4307945,504,945,54,745000,4307000
776,745499.3492,4307964.089,PH,745499,4307964,499,964,35,745000,4307000
777,745479.77,4307952.976,PH,745480,4307953,480,953,46,745000,4307000
778,745455.6928,4307947.42,PH,745456,4307947,456,947,52,745000,4307000
779,745454.1053,4307967.528,PH,745454,4307968,454,968,31,745000,4307000
780,745473.6845,4307975.466,PH,745474,4307975,474,975,24,745000,4307000
781,745489.8242,4307981.816,PH,745490,4307982,490,982,17,745000,4307000
782,745480.8283,4308000.072,PH,745481,4308000,481,0,999,745000,4308000
783,745461.5137,4307993.457,PH,745462,4307993,462,993,6,745000,4307000
784,745452.2532,4308012.243,PH,745452,4308012,452,12,987,745000,4308000
785,745471.8325,4308014.36,PH,745472,4308014,472,14,985,745000,4308000
786,745460.4553,4308027.589,PH,745460,4308028,460,28,971,745000,4308000
787,745459.1324,4308046.11,PH,745459,4308046,459,46,953,745000,4308000
