GRID_CODE,POINT_X,POINT_Y,NLCD,UPPERL_X,UPPERL_Y,X_Ind,Y_Ind_Flip,Y_Ind,X_Ext,Y_Ext
382,745582.1505,4308064.112,DHI,745582,4308064,582,64,935,745000,4308000
383,745576.065,4308083.956,DHI,745576,4308084,576,84,915,745000,4308000
384,745563.1004,4308110.149,DHI,745563,4308110,563,110,889,745000,4308000
385,745544.8441,4308132.639,DHI,745545,4308133,545,133,866,745000,4308000
386,745531.615,4308148.514,DHI,745532,4308149,532,149,850,745000,4308000
387,745514.9462,4308170.21,DHI,745515,4308170,515,170,829,745000,4308000
388,745486.9003,4308199.579,DHI,745487,4308200,487,200,799,745000,4308000
389,745462.8231,4308218.1,DHI,745463,4308218,463,218,781,745000,4308000
390,745438.746,4308237.414,DHI,745439,4308237,439,237,762,745000,4308000
391,745417.3147,4308254.877,DHI,745417,4308255,417,255,744,745000,4308000
392,745400.1168,4308256.729,DHI,745400,4308257,400,257,742,745000,4308000
393,745388.4751,4308240.589,DHI,745388,4308241,388,241,758,745000,4308000
394,745385.8292,4308208.046,DHI,745386,4308208,386,208,791,745000,4308000
395,745396.148,4308187.673,DHI,745396,4308188,396,188,811,745000,4308000
396,745386.8876,4308272.604,DHI,745387,4308273,387,273,726,745000,4308000
397,745367.0438,4308287.685,DHI,745367,4308288,367,288,711,745000,4308000
398,745927.0223,4307727.574,DHI,745927,4307728,927,728,271,745000,4307000
399,745960.3599,4307705.879,DHI,745960,4307706,960,706,293,745000,4307000
400,745997.4016,4307674.658,DHI,745997,4307675,997,675,324,745000,4307000
401,746040.2642,4307637.616,DHI,746040,4307638,40,638,361,746000,4307000
402,746077.8351,4307600.574,DHI,746078,4307601,78,601,398,746000,4307000
403,746107.4685,4307572.528,DHI,746107,4307573,107,573,426,746000,4307000
404,746148.7436,4307536.016,DHI,746149,4307536,149,536,463,746000,4307000
405,746176.2603,4307512.732,DHI,746176,4307513,176,513,486,746000,4307000
406,746213.8312,4307492.624,DHI,746214,4307493,214,493,506,746000,4307000
407,746254.5771,4307466.695,DHI,746255,4307467,255,467,532,746000,4307000
408,746317.0189,4307432.299,DHI,746317,4307432,317,432,567,746000,4307000
409,746385.2816,4307395.257,DHI,746385,4307395,385,395,604,746000,4307000
410,746438.7275,4307368.27,DHI,746439,4307368,439,368,631,746000,4307000
411,746485.2943,4307345.515,DHI,746485,4307346,485,346,653,746000,4307000
412,746523.9235,4307324.349,DHI,746524,4307324,524,324,675,746000,4307000
413,746563.6111,4307304.769,DHI,746564,4307305,564,305,694,746000,4307000
414,746605.4153,4307283.074,DHI,746605,4307283,605,283,716,746000,4307000
415,746666.2696,4307256.086,DHI,746666,4307256,666,256,743,746000,4307000
416,746741.9406,4307228.569,DHI,746742,4307229,742,229,770,746000,4307000
417,746817.6116,4307214.811,DHI,746818,4307215,818,215,784,746000,4307000
418,746904.9243,4307204.757,DHI,746905,4307205,905,205,794,746000,4307000
419,746954.666,4307196.819,DHI,746955,4307197,955,197,802,746000,4307000
420,747064.7329,4307167.186,DHI,747065,4307167,65,167,832,747000,4307000
421,747108.1247,4307146.548,DHI,747108,4307147,108,147,852,747000,4307000
422,747170.5665,4307110.565,DHI,747171,4307111,171,111,888,747000,4307000
423,747293.3334,4307030.661,DHI,747293,4307031,293,31,968,747000,4307000
424,747334.6085,4307004.202,DHI,747335,4307004,335,4,995,747000,4307000
425,747378.0002,4306974.569,DHI,747378,4306975,378,975,24,747000,4306000
426,747433.0337,4306940.702,DHI,747433,4306941,433,941,58,747000,4306000
427,747483.8338,4306904.189,DHI,747484,4306904,484,904,95,747000,4306000
