GRID_CODE,POINT_X,POINT_Y,NLCD,UPPERL_X,UPPERL_Y,X_Ind,Y_Ind_Flip,Y_Ind,X_Ext,Y_Ext
846,745772.0514,4307644.749,SS,745772,4307645,772,645,354,745000,4307000
847,745783.9576,4307641.574,SS,745784,4307642,784,642,357,745000,4307000
848,745790.5722,4307648.453,SS,745791,4307648,791,648,351,745000,4307000
849,745791.366,4307655.332,SS,745791,4307655,791,655,344,745000,4307000
850,745769.1409,4307661.683,SS,745769,4307662,769,662,337,745000,4307000
851,745769.9347,4307680.468,SS,745770,4307680,770,680,319,745000,4307000
852,745809.6223,4307653.745,SS,745810,4307654,810,654,345,745000,4307000
853,745818.7372,4307494.783,SS,745819,4307495,819,495,504,745000,4307000
854,745799.6871,4307481.289,SS,745800,4307481,800,481,518,745000,4307000
855,745793.734,4307458.27,SS,745794,4307458,794,458,541,745000,4307000
856,745750.4745,4307455.889,SS,745750,4307456,750,456,543,745000,4307000
857,745901.2873,4307480.099,SS,745901,4307480,901,480,519,745000,4307000
858,745919.1467,4307472.161,SS,745919,4307472,919,472,527,745000,4307000
859,745933.8312,4307470.177,SS,745934,4307470,934,470,529,745000,4307000
860,745928.6718,4307453.905,SS,745929,4307454,929,454,545,745000,4307000
861,745918.7499,4307456.286,SS,745919,4307456,919,456,543,745000,4307000
862,745902.0811,4307460.652,SS,745902,4307461,902,461,538,745000,4307000
863,745901.6842,4307446.761,SS,745902,4307447,902,447,552,745000,4307000
864,745914.7811,4307441.999,SS,745915,4307442,915,442,557,745000,4307000
865,745919.9405,4307426.123,SS,745920,4307426,920,426,573,745000,4307000
866,745907.2405,4307406.28,SS,745907,4307406,907,406,593,745000,4307000
867,745898.5092,4307382.864,SS,745899,4307383,899,383,616,745000,4307000
868,745885.8092,4307358.258,SS,745886,4307358,886,358,641,745000,4307000
869,745876.2842,4307390.802,SS,745876,4307391,876,391,608,745000,4307000
870,745895.3342,4307423.742,SS,745895,4307424,895,424,575,745000,4307000
871,745888.1904,4307463.033,SS,745888,4307463,888,463,536,745000,4307000
872,745808.0215,4307488.83,SS,745808,4307489,808,489,510,745000,4307000
873,745744.1245,4307466.208,SS,745744,4307466,744,466,533,745000,4307000
874,746116.5792,4308473.902,SS,746117,4308474,117,474,525,746000,4308000
875,746125.0459,4308469.14,SS,746125,4308469,125,469,530,746000,4308000
876,746131.6605,4308463.583,SS,746132,4308464,132,464,535,746000,4308000
877,746145.948,4308481.31,SS,746146,4308481,146,481,518,746000,4308000
878,746164.4689,4308473.373,SS,746164,4308473,164,473,526,746000,4308000
879,746111.8167,4308465.171,SS,746112,4308465,112,465,534,746000,4308000
880,746109.7,4308452.735,SS,746110,4308453,110,453,546,746000,4308000
881,746107.0542,4308439.506,SS,746107,4308440,107,440,559,746000,4308000
882,746106.525,4308427.071,SS,746107,4308427,107,427,572,746000,4308000
883,746104.9375,4308411.46,SS,746105,4308411,105,411,588,746000,4308000
884,746126.1042,4308454.323,SS,746126,4308454,126,454,545,746000,4308000
885,746141.7147,4308446.385,SS,746142,4308446,142,446,553,746000,4308000
886,746161.8231,4308412.519,SS,746162,4308413,162,413,586,746000,4308000
887,746142.2439,4308410.667,SS,746142,4308411,142,411,588,746000,4308000
888,746108.1125,4308366.216,SS,746108,4308366,108,366,633,746000,4308000
889,746100.9688,4308348.489,SS,746101,4308348,101,348,651,746000,4308000
890,746099.1167,4308333.408,SS,746099,4308333,99,333,666,746000,4308000
891,746116.0501,4308321.237,SS,746116,4308321,116,321,678,746000,4308000
892,746126.6334,4308324.941,SS,746127,4308325,127,325,674,746000,4308000
893,746139.0689,4308320.443,SS,746139,4308320,139,320,679,746000,4308000
894,746137.2168,4308309.331,SS,746137,4308309,137,309,690,746000,4308000
895,746144.3605,4308303.775,SS,746144,4308304,144,304,695,746000,4308000
896,746158.3835,4308304.304,SS,746158,4308304,158,304,695,746000,4308000
897,746159.7064,4308311.977,SS,746160,4308312,160,312,687,746000,4308000
898,746146.7418,4308314.887,SS,746147,4308315,147,315,684,746000,4308000
899,746127.1626,4308335.789,SS,746127,4308336,127,336,663,746000,4308000
900,746136.9522,4308330.233,SS,746137,4308330,137,330,669,746000,4308000
901,746149.6522,4308322.295,SS,746150,4308322,150,322,677,746000,4308000
902,746139.8626,4308340.023,SS,746140,4308340,140,340,659,746000,4308000
903,746152.0335,4308343.198,SS,746152,4308343,152,343,656,746000,4308000
904,746161.5585,4308348.489,SS,746162,4308348,162,348,651,746000,4308000
905,746161.5585,4308364.629,SS,746162,4308365,162,365,634,746000,4308000
906,746151.2397,4308361.454,SS,746151,4308361,151,361,638,746000,4308000
907,746172.1418,4308365.687,SS,746172,4308366,172,366,633,746000,4308000
908,746151.5043,4308377.064,SS,746152,4308377,152,377,622,746000,4308000
909,746156.5314,4308389.764,SS,746157,4308390,157,390,609,746000,4308000
910,746125.5222,4308400.189,SS,746126,4308400,126,400,599,746000,4308000
911,746118.8546,4308392.886,SS,746119,4308393,119,393,606,746000,4308000
912,746113.4571,4308377.805,SS,746113,4308378,113,378,621,746000,4308000
913,746132.1897,4308373.36,SS,746132,4308373,132,373,626,746000,4308000
914,746124.7284,4308409.714,SS,746125,4308410,125,410,589,746000,4308000
915,746167.591,4308384.314,SS,746168,4308384,168,384,615,746000,4308000
916,746175.3698,4308373.678,SS,746175,4308374,175,374,625,746000,4308000
917,746168.861,4308353.199,SS,746169,4308353,169,353,646,746000,4308000
918,746175.3698,4308387.489,SS,746175,4308387,175,387,612,746000,4308000
919,746185.371,4308401.776,SS,746185,4308402,185,402,597,746000,4308000
920,746186.3235,4308389.394,SS,746186,4308389,186,389,610,746000,4308000
921,746169.9723,4308433.209,SS,746170,4308433,170,433,566,746000,4308000
922,746156.3197,4308427.177,SS,746156,4308427,156,427,572,746000,4308000
923,746168.5435,4308418.287,SS,746169,4308418,169,418,581,746000,4308000
924,746143.1434,4308456.069,SS,746143,4308456,143,456,543,746000,4308000
925,746153.1447,4308458.927,SS,746153,4308459,153,459,540,746000,4308000
926,746158.701,4308484.485,SS,746159,4308484,159,484,515,746000,4308000
927,746062.4454,4308613.645,SS,746062,4308614,62,614,385,746000,4308000
928,746048.7928,4308605.707,SS,746049,4308606,49,606,393,746000,4308000
929,746033.7116,4308599.675,SS,746034,4308600,34,600,399,746000,4308000
930,746021.1703,4308582.212,SS,746021,4308582,21,582,417,746000,4308000
931,746046.7291,4308582.212,SS,746047,4308582,47,582,417,746000,4308000
932,746047.8403,4308566.972,SS,746048,4308567,48,567,432,746000,4308000
933,746033.7116,4308584.911,SS,746034,4308585,34,585,414,746000,4308000
934,746036.5691,4308563.003,SS,746037,4308563,37,563,436,746000,4308000
935,746040.8553,4308551.256,SS,746041,4308551,41,551,448,746000,4308000
936,746027.2028,4308543.636,SS,746027,4308544,27,544,455,746000,4308000
937,746016.249,4308551.891,SS,746016,4308552,16,552,447,746000,4308000
938,746076.5741,4308544.588,SS,746077,4308545,77,545,454,746000,4308000
939,746085.4642,4308532.047,SS,746085,4308532,85,532,467,746000,4308000
940,746089.5917,4308540.62,SS,746090,4308541,90,541,458,746000,4308000
941,746100.7042,4308539.35,SS,746101,4308539,101,539,460,746000,4308000
942,746090.2267,4308519.664,SS,746090,4308520,90,520,479,746000,4308000
943,746113.4042,4308526.808,SS,746113,4308527,113,527,472,746000,4308000
944,746123.2467,4308518.394,SS,746123,4308518,123,518,481,746000,4308000
945,746076.8916,4308627.138,SS,746077,4308627,77,627,372,746000,4308000
946,746085.9404,4308641.108,SS,746086,4308641,86,641,358,746000,4308000
947,746109.9117,4308655.555,SS,746110,4308656,110,656,343,746000,4308000
948,746102.6092,4308644.918,SS,746103,4308645,103,645,354,746000,4308000
949,746115.9442,4308640.791,SS,746116,4308641,116,641,358,746000,4308000
950,746181.4552,4308572.581,SS,746181,4308573,181,573,426,746000,4308000
951,746176.9573,4308582.9,SS,746177,4308583,177,583,416,746000,4308000
952,746172.4593,4308572.581,SS,746172,4308573,172,573,426,746000,4308000
